KIC,Teff_spec,e_Teff_spec,[M/H],e_[M/H],Dnu,e_Dnu,ra,ra_error,dec,dec_error,parallax,parallax_error,phot_bp_mean_mag,phot_rp_mean_mag,phot_g_mean_mag,astrometric_params_solved,nu_eff_used_in_astrometry,pseudocolour,ecl_lat,j_m,j_msigcom,h_m,h_msigcom,k_m,k_msigcom,rpgeo,ebv,phot_g_mean_mag_corr,logg,Teff,e_Teff,luminosity,e_luminosity,numax_yu,e_numax_yu,numax,e_numax
2442483,4676.905,100,-0.15543155,0.06,9.227,0.021,291.2548600552451,0.009205869,37.71492982956204,0.011211189,0.6623875111218189,0.01160424,13.81884,12.477623,13.217706,31,1.4457736,,58.70639400023766,11.509,0.02,10.934,0.022,10.812,0.018,1439.45801,0.12,13.217706,2.9004846320644573,4694,100,12.037837967576042,0.6486922967967308,99.67,0.56,98.80539713712815,0.471682648600804
2443573,4720.7344,100,-0.02488355,0.06,4.656,0.01,291.495037232956,0.007812568,37.70523630388596,0.0098793,0.6598961687307782,0.010094137,12.252634,10.921666,11.65596,31,1.4470899,,58.64409879806475,9.927,0.021,9.397,0.018,9.275,0.018,1443.20972,0.13,11.65596,2.5633864648225027,4728,100,50.544206488801166,2.5092983289430677,45.65,0.56,44.660508700730254,0.381236636225393
2443903,4783.527,100,-0.61292154,0.06,6.956,0.016,291.5706155070545,0.008477432,37.76467388299511,0.010324028,0.9083800911098516,0.011101777,12.3366,11.112487,11.803997,31,1.4691522,,58.68436612082308,10.223,0.021,9.682,0.016,9.588,0.018,1058.6698,0.08,11.803997,2.729832537883216,4818,100,21.43632018490976,0.9580406248388158,66.53,0.58,65.76587609331533,0.39264911219822
2444348,4570.3296,100,0.10481845,0.06,3.268,0.01,291.6686401857296,0.0092556635,37.70403052254368,0.011090308,1.037849355557025,0.011787831,10.924207,9.531571,10.289623,95,,1.4398304,58.60434305384406,8.513,0.021,7.944,0.018,7.804,0.017,939.409729,0.089999996,10.289623,2.382210099031326,4552,100,72.74118898504582,3.152410663047334,30.57,0.4,29.870681552957137,0.30500040306602
2445426,4882.713,100,0.02157845,0.06,9.51,0.013,291.9094921199801,0.009098778,37.74858056812749,0.01081003,1.8737455841875783,0.011380502,10.584987,9.420699,10.080921,31,1.479389,,58.5930821700072,8.588,0.027,8.117,0.059,7.999,0.02,528.388977,0.086725995,10.080921,2.9685571429064623,5005,100,25.51596290696949,1.002122132235785,114.1,1.38,111.192412388046,0.937762842086669
2446327,4589.5894,100,0.036526453,0.06,5.563,0.021,292.1061959550122,0.0072552315,37.773296663066745,0.007654396,0.6773952732728286,0.008742168,13.016564,11.574583,12.354293,31,1.4258801,,58.57229727121872,10.505,0.02,9.889,0.019,9.766,0.018,1455.70325,0.14,12.354293,2.633745933076121,4539,100,29.341556805178435,1.3479036102600492,54.44,0.52,53.353808875417194,0.388842328077824
2447046,4904.373,100,0.044219453,0.06,13.181,0.012,292.2494675700438,0.030072866,37.75512625062964,0.03151989,1.0360622716868928,0.035885837,12.604228,11.359583,12.054854,31,1.4621935,,58.52230277914671,10.473,0.02,9.948,0.02,9.858,0.018,956.125183,0.11,12.054854,3.1417353081340926,4896,100,14.0606730542338,1.3266433352783062,169.63,2.44,168.91955668265763,1.12280617009791
2447476,4694.742,100,0.27091846,0.06,7.84,0.018,292.33272641937384,0.01001148,37.704700952344695,0.011479869,0.5263391616744968,0.012250629,13.512015,12.119145,12.877465,31,1.4334973,,58.45501496737523,11.073,0.021,10.547,0.022,10.398,0.017,1868.54761,0.13,12.877465,2.8421162349808617,4636,100,28.017434578881883,1.8845257537225173,86.97,1.14,88.64189737559202,0.573548025133154
2451509,4890.511,100,-0.08433555,0.06,7.131,0.015,293.2432136100873,0.008632447,37.70252480197398,0.009127242,1.666985315409258,0.01055198,10.4398,9.268634,9.933911,31,1.4797376,,58.24143842334412,8.44,0.024,7.946,0.018,7.811,0.017,592.620911,0.04,9.933911,2.8236805752542615,4869,100,34.89631332270599,1.3171816872164364,81.67,0.62,80.4930533601792,0.452448459120433
2568912,4701.4985,100,-0.11250155,0.06,11.27,0.028,290.0975366120228,0.008696779,37.82315547620666,0.010427012,0.7975074896122563,0.010837278,13.458935,12.12049,12.858716,31,1.4458673,,59.05917133092801,11.13,0.021,10.6,0.019,10.469,0.018,1229.40674,0.11,12.858716,3.015228198568569,4685,100,11.837086708236344,0.5609384867011791,129.47,0.6,128.4327621128198,0.461696589864638
2576417,4537.1426,100,0.26825845,0.06,5.917,0.013,291.585128545774,0.011520188,37.82988913473339,0.012219784,0.5368271327214814,0.013713527,13.622173,12.16983,12.953993,31,1.4243479,,58.743709836708966,11.118,0.021,10.521,0.018,10.392,0.019,1830.81396,0.12,12.953993,2.6675070750130283,4526,100,24.85496119503572,1.7859901646574627,59.18,0.52,58.03839132795994,0.321977861349627
2578198,4800.614,100,-0.13386154,0.06,6.544,0.014,291.95181536712465,0.008662412,37.89239461312049,0.009881322,0.8458061394003125,0.011021752,12.253688,10.97082,11.684811,31,1.4554552,,58.72135680990596,10.029,0.022,9.461,0.019,9.364,0.018,1135.74109,0.099999994,11.684811,2.739523023754221,4746,100,28.96081257349597,1.355247735401619,67.91,0.8,66.27979007328415,0.607316191583613
2578581,4957.395,100,-0.18086155,0.06,15.946,0.032,292.0324284275704,0.010606857,37.83524845972603,0.011157267,0.7261245186688946,0.012855113,13.517301,12.318967,12.994994,31,1.4729357,,58.648368162609415,11.409,0.021,10.931,0.019,10.856,0.018,1341.80786,0.13,12.994994,3.235046294987295,5004,100,11.838495261172156,0.6518336077993983,209.16,1.47,208.08166692028124,0.869410434322324
2579661,4944.4873,100,-0.093970545,0.06,11.151,0.019,292.26883586698085,0.0073263803,37.89291386975909,0.008264988,0.9091423473586824,0.00903926,12.748655,11.480382,12.188204,31,1.4588463,,58.64978455152951,10.552,0.021,10.04,0.02,9.935,0.018,1087.83289,0.12,12.188204,3.054980695969877,4852,100,16.713935439995446,0.6964890256941558,138.35,0.89,137.87421071364275,0.61709713262115
2580691,4568.4463,100,0.10207845,0.06,5.792,0.011,292.492139369922,0.010598488,37.80679293566418,0.010960582,0.4123444670905836,0.013054023,14.091868,12.660756,13.435804,31,1.4283895,,58.516146840610375,11.605,0.021,10.996,0.02,10.867,0.018,2278.20215,0.14,13.435804,2.653156929118147,4563,100,25.928824611625892,2.1554189222842037,57.06,0.88,55.073323326046314,0.553873595363661
2581533,4689.0757,100,0.116058454,0.06,5.399,0.021,292.68565041144893,0.009009334,37.88374343565484,0.012380555,0.3711142458569037,0.012386475,14.065613,12.6427555,13.415353,31,1.4290283,,58.54500288634369,11.62,0.021,11.0,0.018,10.87,0.018,2506.69336,0.11,13.415353,2.6397566981628824,4537,100,30.56146071661387,2.640579042119821,54.61,0.41,53.46850270058189,0.419758623059496
2583386,4743.2944,100,0.28685844,0.06,6.339,0.032,293.08278189809323,0.008141391,37.859322751095,0.009153384,0.740116427728325,0.010296379,12.357369,11.006687,11.7473,31,1.4419597,,58.428902845966455,10.035,0.02,9.477,0.019,9.349,0.018,1301.36572,0.13,11.7473,2.766634810166759,4722,100,37.57045154844995,1.763150481899192,72.72,0.95,70.41488131266959,0.488624758834727
2584477,4753.479,100,0.17474845,0.06,9.749,0.016,293.32152993548465,0.008643295,37.82206367637703,0.009748753,0.8689345787358079,0.010827978,13.021578,11.628137,12.388022,31,1.4345509,,58.33698469801908,10.62,0.02,10.078,0.019,9.908,0.018,1138.79211,0.11773334,12.388022,2.955284690055783,4626,100,16.4119332310784,0.741319662871506,112.16,0.72,112.0738742485024,0.462376194626772
2584478,4853.8164,100,0.085496455,0.06,13.918,0.015,293.32157487444533,0.0076397145,37.899808756614,0.009342125,0.8563019486616245,0.009840611,13.320115,12.029441,12.746059,31,1.4535894,,58.411130421703966,11.1,0.02,10.556,0.019,10.458,0.018,1151.15759,0.11,12.746059,3.165375697694457,4797,100,11.125594513813844,0.4816762526541982,180.05,1.08,179.84746971301732,0.659435933849609
2696732,4855.8604,100,-0.12565155,0.06,8.331,0.015,287.06686499493003,0.008236412,37.95142101113628,0.009635874,1.078352595182953,0.00978718,11.991929,10.7622385,11.453103,31,1.4662249,,59.779250299047845,9.876,0.02,9.334,0.022,9.233,0.018,898.628479,0.08,11.453103,2.869497017975817,4824,100,21.10223089254297,0.82717524510341,91.08,0.61,90.3100703707845,0.423179358974332
2696739,5001.886,100,-0.32839155,0.06,15.049,0.034,287.06942243705714,0.006929339,37.91783205710681,0.008171565,1.083562469449873,0.008252889,12.56455,11.432224,12.0782585,95,,1.4884753,59.74610887704049,10.59,0.02,10.114,0.022,10.029,0.02,908.686829,0.07,12.0782585,3.202627296878552,5001,100,11.500606134276474,0.4291573104871498,193.25,0.75,192.41618845216948,0.796207945551605
2710194,4547.2856,100,0.15028845,0.06,5.991,0.012,290.7913178270593,0.0072268927,37.92906972285567,0.007901842,0.7954219100253818,0.008450064,12.76487,11.343966,12.114164,31,1.4295323,,59.01325930958543,10.318,0.021,9.714,0.019,9.573,0.018,1239.00293,0.13,12.114164,2.6670369174067403,4579,100,25.696800892586005,1.0853423458718758,59.05,0.55,58.18692243395054,0.374169045588221
2710472,4714.0864,100,-0.100951545,0.06,4.659,0.011,290.85784518349914,0.011136139,37.92507088474811,0.012954083,0.7192317740450953,0.01395872,12.168418,10.826513,11.565241,31,1.4445127,,58.99500413221433,9.834,0.021,9.264,0.019,9.138,0.018,1341.78674,0.13,11.565241,2.564220581067743,4693,100,47.696375500566816,2.765610872711786,45.77,0.46,44.770440925486305,0.343391170715583
2712761,4632.892,100,-0.110081546,0.06,5.984,0.013,291.37466487171235,0.009637366,37.9877295891798,0.011766715,0.4720516999364587,0.012107511,13.6076355,12.282234,13.013722,31,1.4484735,,58.9419141121874,11.32,0.021,10.781,0.02,10.626,0.02,2023.43774,0.099999994,13.013722,2.669318167143707,4686,100,27.55257116950218,1.9954182258308872,58.81,0.43,58.28216635882679,0.352199293479884
2713305,4549.9927,100,0.31620845,0.06,5.589,0.011,291.4942013656867,0.0077903154,37.96252710430432,0.008174042,0.7181301726974285,0.009205556,12.86918,11.446688,12.217004,31,1.4287671,,58.89120094645059,10.403,0.021,9.808,0.016,9.659,0.018,1378.92822,0.08,12.217004,2.647917824299372,4489,100,27.583254866520555,1.272921554452468,56.49,0.62,55.56009377598121,0.41282266224228
2714785,4706.5625,100,-0.17100155,0.06,10.413,0.013,291.8223066080261,0.006818563,37.92307583187336,0.00859889,0.9207989138033786,0.0086227795,12.832167,11.574043,12.277073,31,1.4608486,,58.77996566850277,10.646,0.025,10.151,0.03,10.005,0.02,1072.80322,0.089999996,12.277073,2.9679379595179807,4793,100,14.631923722194877,0.616467175396691,116.05,0.7,115.36213663555478,0.477551011698216
2719795,4643.155,100,0.02202945,0.06,5.486,0.011,292.9114443399213,0.0088165095,37.97284887988652,0.011004882,1.0796550037246797,0.011274356,11.660121,10.305209,11.051198,31,1.4418856,,58.5774973123739,9.357,0.02,8.753,0.026,8.62,0.018,903.862061,0.099999994,11.051198,2.629025857341919,4641,100,34.016698516086834,1.407866140067771,53.54,0.52,52.82691084808312,0.3842360013876
2720096,4906.9316,100,0.02572045,0.06,9.091,0.017,292.9790198984005,0.0086144665,37.91087306494384,0.009935393,0.5429630373529633,0.010627764,13.621393,12.290291,13.024701,31,1.4467257,,58.50248567365314,11.337,0.021,10.776,0.021,10.675,0.018,1769.1261,0.12,13.024701,2.953738586878319,4739,100,20.79964632352848,1.2142898589520446,110.0,1.27,106.23813805150456,1.01460551574613
2720777,4930.05,100,0.01632045,0.06,10.502,0.018,293.1297005039927,0.008106161,37.97772381019176,0.008827456,0.5627021038503325,0.00988825,13.657727,12.353623,13.076639,31,1.451913,,58.530850702493495,11.406,0.022,10.871,0.02,10.769,0.019,1697.6438,0.13,13.076639,3.0388152946172315,4808,100,18.31251936246982,0.996756040918239,133.49,3.23,130.57144201460596,1.11344069952613
2831788,4639.7534,100,0.091256455,0.06,5.467,0.013,285.7416808695454,0.00932503,38.02902496792164,0.0120197395,1.6936844934236428,0.011855826,10.561404,9.25314,9.979542,31,1.4521977,,60.089055094252345,8.295,0.02,7.732,0.024,7.627,0.02,582.794189,0.08,9.979542,2.635467797028988,4673,100,35.64101196428838,1.3013818762300955,54.36,0.39,53.52556974145944,0.302374258332957
2831815,4601.6846,100,-0.22367156,0.06,5.61,0.015,285.74815229171094,0.008256378,38.034712957713445,0.010034265,0.507432450655194,0.010178524,13.425824,12.076642,12.818491,31,1.4438658,,60.09350476344297,11.109,0.019,10.498,0.019,10.387,0.017,1933.02612,0.089999996,12.818491,2.6216907704815116,4608,100,29.689788412185372,1.7680444849735917,52.88,0.5,52.06042802044416,0.418603673807588
2832426,4752.9106,100,-0.10350155,0.06,4.828,0.013,285.9555641149448,0.008073659,38.00334613521587,0.009154408,0.5795695162918628,0.009805772,12.551319,11.218141,11.95295,31,1.4459064,,60.02731736742492,10.288,0.022,9.706,0.022,9.555,0.017,1654.73438,0.11,11.95295,2.580373670422325,4698,100,50.26935003466541,2.6870902033786876,47.31,0.52,46.227753941507146,0.346236402296354
2835067,4847.449,100,-0.22251154,0.06,7.596,0.014,286.7873603772371,0.008289835,38.05557279599582,0.009262885,0.5634405242751171,0.010202549,13.312597,12.078036,12.770573,31,1.465811,,59.9313870056136,11.179,0.022,10.64,0.02,10.534,0.017,1736.05884,0.099999994,12.770573,2.825413861852598,4848,100,23.999635639470984,1.3555548092572778,82.36,0.62,81.20809141995387,0.446719307135843
2835283,4655.267,100,-0.41638154,0.06,5.05,0.013,286.85737140258914,0.0077738813,38.078313545943686,0.008710464,0.3887228388594255,0.009535665,13.642101,12.354518,13.071481,31,1.4550414,,59.94085315329677,11.419,0.021,10.827,0.02,10.721,0.017,2416.2644,0.12,13.071481,2.549760905361179,4762,100,37.90180623859665,2.5653473259156634,44.55,0.38,43.87576355456881,0.344030087853055
2835657,4899.691,100,-0.23704155,0.06,7.812,0.021,286.9846221517004,0.010330467,38.07111029903585,0.011762896,0.4540725862739374,0.012828138,13.445113,12.23346,12.915902,31,1.4698948,,59.91070185796039,11.337,0.02,10.803,0.022,10.718,0.017,2126.20532,0.089999996,12.915902,2.84788504367429,4864,100,31.25250610792365,2.427354932576293,86.27,0.86,85.32173934888573,0.529009326869252
2835720,4748.298,100,-0.05762655,0.06,5.98,0.017,287.00319649441576,0.0073673725,38.06605944049355,0.00836964,0.7115700109234092,0.0090329,12.621805,11.317946,12.039843,31,1.4511567,,59.90239810339461,10.354,0.02,9.779,0.022,9.651,0.02,1372.35913,0.089999996,12.039843,2.6814023979561585,4675,100,30.698455633935716,1.3867910149226574,59.73,0.49,58.97114330740713,0.422978968296621
2837276,4602.724,100,0.19242845,0.06,5.73,0.015,287.49189308722384,0.0123777175,38.02222862138802,0.014266082,0.4422384985210165,0.015038646,13.943598,12.523378,13.293136,31,1.4281963,,59.76945668266344,11.482,0.021,10.884,0.022,10.756,0.02,2116.42041,0.13,13.293136,2.655312590399083,4576,100,25.420390989181968,2.2595881709641237,57.13,0.56,54.355062681457575,0.496197716625636
2846659,4717.2036,100,-0.28345156,0.06,9.299,0.017,290.1160514667655,0.007272852,38.01155233219627,0.008237859,1.0460361882037763,0.009004542,12.612234,11.265523,12.008021,31,1.4446418,,59.23685208950317,10.3,0.022,9.737,0.021,9.614,0.018,938.550659,0.14999999,12.008021,2.9036529023859936,4756,100,16.035998334158506,0.6380728390948409,99.97,0.65,99.22869952177167,0.506763089309151
2848887,4665.5684,100,0.14076845,0.06,4.588,0.012,290.6688367072919,0.011154554,38.03369720401932,0.011903845,0.3944468593910729,0.01361636,13.614184,12.188346,12.961123,31,1.4283698,,59.140334104354,11.152,0.022,10.55,0.021,10.419,0.019,2441.26611,0.11,12.961123,2.5508254032792146,4533,100,44.0559489313805,4.049187604461316,44.61,0.6,43.4635867460312,0.485868763632316
2850010,4788.969,100,-0.33083156,0.06,5.296,0.015,290.9271643560235,0.00808435,38.04366111792296,0.008870231,0.396384129608607,0.009800541,13.32036,12.056369,12.762691,31,1.4598145,,59.09392800439555,11.152,0.021,10.592,0.016,10.499,0.019,2453.65112,0.089999996,12.762691,2.6371170648866,4777,100,47.73863174240826,3.3404437906252262,53.71,0.72,52.28112713326449,0.489800746511974
2856328,4689.8516,100,0.15167846,0.06,6.708,0.023,292.2543124405724,0.008668222,38.06376927734392,0.010116057,0.4642404896161362,0.011350253,13.6830225,12.315791,13.064595,31,1.4391034,,58.81660398232972,11.31,0.022,10.757,0.02,10.609,0.019,2035.63574,0.12,13.064595,2.755853554948393,4652,100,27.833503220840207,1.902799078663504,71.34,0.56,70.24776135378042,0.42686422647928
2970584,4606.02,100,-0.08317555,0.06,6.38,0.013,286.0383727709235,0.007751008,38.16971098851708,0.008812487,1.9729636946944669,0.00958007,10.577323,9.29857,10.010931,31,1.45812,,60.175275643223365,8.373,0.023,7.82,0.027,7.677,0.02,500.703644,0.0698323,10.010931,2.7004189779069274,4699,100,25.558359424362557,0.91234353999441,63.36,0.73,61.65379518731225,0.511868073225299
2971432,4887.4556,100,0.14221846,0.06,13.715,0.023,286.3185276838702,0.0070515755,38.10731550541822,0.008525148,0.8518345385745054,0.0087561095,13.15737,11.895837,12.598655,31,1.4589157,,60.065422157263214,10.996,0.021,10.483,0.019,10.382,0.019,1158.54041,0.099999994,12.598655,3.172292803232654,4852,100,12.412172357485645,0.5177717670558026,182.31,1.33,181.55460850197903,0.879514965588821
2972545,4912.088,100,0.00434615,0.06,10.725,0.042,286.69872384493027,0.007205849,38.16350589723431,0.0081472825,0.7750604304294002,0.008824505,12.811616,11.5995,12.280838,31,1.4693521,,60.052428519178186,10.742,0.024,10.237,0.022,10.105,0.017,1274.93372,0.099999994,12.280838,3.039062539616947,4932,100,20.284845588766913,0.9090222732299528,133.81,0.87,133.1267685754868,0.525827870432397
2972876,4928.802,100,0.17577845,0.06,7.822,0.02,286.8092697435325,0.007644842,38.11038844380739,0.00856162,0.542646842790119,0.009331396,12.949458,11.750819,12.424927,31,1.4699751,,59.98077833694829,10.863,0.022,10.409,0.02,10.284,0.017,1810.41895,0.089999996,12.424927,2.9031616952343207,4933,100,34.3203725467816,1.8771979409090245,97.69,1.18,95.58617667231854,0.686872559158138
2973238,4618.715,100,0.30632845,0.06,5.056,0.014,286.93260121184903,0.009790439,38.17214905196862,0.010954854,0.4760945981547999,0.012002417,13.025421,11.640155,12.394666,31,1.4357105,,60.01847507408712,10.625,0.02,10.061,0.022,9.942,0.018,2063.91675,0.089999996,12.394666,2.640825739491808,4581,100,50.276657538138345,3.601825484144179,55.16,0.66,53.13570537078327,0.518596448200136
2984382,5046.8184,100,-0.26499155,0.06,15.459,0.024,290.16473450170395,0.007524417,38.17168458467896,0.009078768,0.901235825199009,0.009357218,13.015974,11.795802,12.48229,31,1.4686828,,59.38082993962242,10.937,0.022,10.441,0.019,10.354,0.018,1097.3512,0.12,12.48229,3.2402138195842416,4987,100,12.50323486230054,0.5288597652766533,209.78,1.14,210.958140960548,1.03922855698543
2988295,4915.131,100,-0.15988155,0.06,16.7,0.055,291.1370048723328,0.007324625,38.13179749442759,0.0091377115,1.293285786090887,0.0094876485,12.499994,11.315739,11.986367,31,1.4758785,,59.132657620995296,10.461,0.02,9.952,0.018,9.86,0.015,759.646484,0.099999994,11.986367,3.2424723232928367,4978,100,9.314581586945106,0.3436345743793891,213.68,1.52,214.7333167789346,1.00072421438414
2990932,4817.836,100,0.29652846,0.06,13.255,0.012,291.712057190387,0.008575933,38.15927366814766,0.009619575,0.91960415791501,0.010448594,13.023437,11.740683,12.451299,31,1.4545934,,59.03112429830572,10.821,0.021,10.286,0.019,10.189,0.018,1074.65784,0.08,12.451299,3.1579565636237983,4767,100,12.022275273703102,0.524344806195348,177.66,1.75,176.36629400110604,1.00775638052542
