index, star_mass, Xinit, Yinit, Zinit, amlt, fov_shell, fov0_shell, fov_core, fov0_core
0, 0.77866, 0.67987750, 0.31541931, 0.00470319, 1.539984, 0.006994, 0.003497, 0.017724, 0.008862
1, 1.57866, 0.72632582, 0.24541931, 0.02825487, 2.239984, 0.002994, 0.001497, 0.007724, 0.003862
2, 1.97866, 0.64769126, 0.35041931, 0.00188943, 2.589984, 0.004994, 0.002497, 0.002724, 0.001362
3, 1.17866, 0.70796688, 0.28041931, 0.01161381, 1.889984, 0.000994, 0.000497, 0.012724, 0.006362
4, 1.37866, 0.66409741, 0.33291931, 0.00298328, 2.064984, 0.001994, 0.000997, 0.000224, 0.000112
5, 2.17866, 0.71891959, 0.26291931, 0.01816110, 1.364984, 0.005994, 0.002997, 0.010224, 0.005112
6, 1.77866, 0.62541826, 0.36791931, 0.00666243, 1.714984, 0.003994, 0.001997, 0.015224, 0.007612
7, 0.97866, 0.66239974, 0.29791931, 0.03968095, 2.414984, 0.007994, 0.003997, 0.005224, 0.002612
8, 1.07866, 0.74408152, 0.25416931, 0.00174917, 1.977484, 0.007494, 0.003747, 0.008974, 0.004487
9, 1.87866, 0.66701317, 0.32416931, 0.00881752, 2.677484, 0.003494, 0.001747, 0.018974, 0.009487
10, 2.27866, 0.70689008, 0.28916931, 0.00394061, 2.327484, 0.005494, 0.002747, 0.013974, 0.006987
11, 1.47866, 0.62135244, 0.35916931, 0.01947825, 1.627484, 0.001494, 0.000747, 0.003974, 0.001987
12, 1.27866, 0.75683370, 0.23666931, 0.00649699, 2.502484, 0.000494, 0.000247, 0.011474, 0.005737
13, 2.07866, 0.66140226, 0.30666931, 0.03192843, 1.802484, 0.004494, 0.002247, 0.001474, 0.000737
14, 1.67866, 0.72570362, 0.27166931, 0.00262707, 1.452484, 0.002494, 0.001247, 0.006474, 0.003237
15, 0.87866, 0.64519648, 0.34166931, 0.01313421, 2.152484, 0.006494, 0.003247, 0.016474, 0.008237
16, 0.82866, 0.63389942, 0.36354431, 0.00255627, 2.633734, 0.004244, 0.002122, 0.013349, 0.006674
17, 1.62866, 0.69079058, 0.29354431, 0.01566510, 1.933734, 0.000244, 0.000122, 0.003349, 0.001674
18, 2.02866, 0.66509549, 0.32854431, 0.00636020, 1.583734, 0.006244, 0.003122, 0.008349, 0.004174
19, 1.22866, 0.70361806, 0.25854431, 0.03783762, 2.283734, 0.002244, 0.001122, 0.018349, 0.009174
20, 1.42866, 0.64991973, 0.34604431, 0.00403596, 1.758734, 0.003244, 0.001622, 0.005849, 0.002924
21, 2.22866, 0.69952748, 0.27604431, 0.02442821, 2.458734, 0.007244, 0.003622, 0.015849, 0.007924
22, 1.82866, 0.68715623, 0.31104431, 0.00179946, 2.108734, 0.001244, 0.000622, 0.010849, 0.005424
23, 1.02866, 0.74794145, 0.24104431, 0.01101424, 1.408734, 0.005244, 0.002622, 0.000849, 0.000424
24, 0.92866, 0.72411272, 0.26729431, 0.00859297, 2.196234, 0.005744, 0.002872, 0.004599, 0.002299
25, 1.72866, 0.62124829, 0.33729431, 0.04145740, 1.496234, 0.001744, 0.000872, 0.014599, 0.007299
26, 2.12866, 0.76388305, 0.23229431, 0.00382264, 1.846234, 0.007744, 0.003872, 0.019599, 0.009799
27, 1.32866, 0.67860907, 0.30229431, 0.01909662, 2.546234, 0.003744, 0.001872, 0.009599, 0.004799
28, 1.12866, 0.71288905, 0.28479431, 0.00231664, 1.321234, 0.002744, 0.001372, 0.017099, 0.008549
29, 1.92866, 0.63362671, 0.35479431, 0.01157898, 2.021234, 0.006744, 0.003372, 0.007099, 0.003549
30, 1.52866, 0.74446871, 0.24979431, 0.00573698, 2.371234, 0.000744, 0.000372, 0.002099, 0.001049
31, 0.72866, 0.65195341, 0.31979431, 0.02825228, 1.671234, 0.004744, 0.002372, 0.012099, 0.006049
32, 0.74116, 0.65482199, 0.33838806, 0.00678995, 2.382172, 0.005181, 0.002591, 0.007568, 0.003784
33, 1.54116, 0.69130210, 0.26838806, 0.04030983, 1.682172, 0.001181, 0.000591, 0.017568, 0.008784
34, 1.94116, 0.69357917, 0.30338806, 0.00303277, 1.332172, 0.007181, 0.003591, 0.012568, 0.006284
35, 1.14116, 0.74821401, 0.23338806, 0.01839793, 2.032172, 0.003181, 0.001591, 0.002568, 0.001284
36, 1.34116, 0.64228816, 0.35588806, 0.00182378, 1.857172, 0.002181, 0.001091, 0.010068, 0.005034
37, 2.14116, 0.70288841, 0.28588806, 0.01122353, 2.557172, 0.006181, 0.003091, 0.000068, 0.000034
38, 1.74116, 0.67456970, 0.32088806, 0.00454224, 2.207172, 0.000181, 0.000091, 0.005068, 0.002534
39, 0.94116, 0.72178136, 0.25088806, 0.02733058, 1.507172, 0.004181, 0.002091, 0.015068, 0.007534
40, 1.04116, 0.70288521, 0.29463806, 0.00247672, 2.119672, 0.004681, 0.002341, 0.018818, 0.009409
41, 1.84116, 0.62301689, 0.36463806, 0.01234505, 1.419672, 0.000681, 0.000341, 0.008818, 0.004409
42, 2.24116, 0.73422681, 0.25963806, 0.00613512, 1.769672, 0.006681, 0.003341, 0.003818, 0.001909
43, 1.44116, 0.64027621, 0.32963806, 0.03008573, 2.469672, 0.002681, 0.001341, 0.013818, 0.006909
44, 1.24116, 0.71896074, 0.27713806, 0.00390120, 1.594672, 0.003681, 0.001841, 0.001318, 0.000659
45, 2.04116, 0.63353065, 0.34713806, 0.01933129, 2.294672, 0.007681, 0.003841, 0.011318, 0.005659
46, 1.64116, 0.75613176, 0.24213806, 0.00173018, 2.644672, 0.001681, 0.000841, 0.016318, 0.008159
47, 0.84116, 0.67912334, 0.31213806, 0.00873860, 1.944672, 0.005681, 0.002841, 0.006318, 0.003159
48, 0.89116, 0.67302141, 0.32526306, 0.00171552, 1.463422, 0.007931, 0.003966, 0.003193, 0.001596
49, 1.69116, 0.73421272, 0.25526306, 0.01052422, 2.163422, 0.003931, 0.001966, 0.013193, 0.006596
50, 2.09116, 0.63589321, 0.36026306, 0.00384373, 2.513422, 0.005931, 0.002966, 0.018193, 0.009096
51, 1.29116, 0.68640512, 0.29026306, 0.02333182, 1.813422, 0.001931, 0.000966, 0.008193, 0.004096
52, 1.49116, 0.68585285, 0.30776306, 0.00638409, 2.338422, 0.000931, 0.000466, 0.015693, 0.007846
53, 2.29116, 0.72432287, 0.23776306, 0.03791406, 1.638422, 0.004931, 0.002466, 0.005693, 0.002846
54, 1.89116, 0.65466720, 0.34276306, 0.00256974, 1.988422, 0.002931, 0.001466, 0.000693, 0.000346
55, 1.09116, 0.71153107, 0.27276306, 0.01570587, 2.688422, 0.006931, 0.003466, 0.010693, 0.005346
56, 0.99116, 0.74787713, 0.24651306, 0.00560981, 1.725922, 0.006431, 0.003216, 0.014443, 0.007221
57, 1.79116, 0.65582356, 0.31651306, 0.02766337, 2.425922, 0.002431, 0.001216, 0.004443, 0.002221
58, 2.19116, 0.71622143, 0.28151306, 0.00226551, 2.075922, 0.004431, 0.002216, 0.009443, 0.004721
59, 1.39116, 0.63715349, 0.35151306, 0.01133345, 1.375922, 0.000431, 0.000216, 0.019443, 0.009721
60, 1.19116, 0.73241932, 0.26401306, 0.00356761, 2.600922, 0.001431, 0.000716, 0.006943, 0.003471
61, 1.99116, 0.64823083, 0.33401306, 0.01775611, 1.900922, 0.005431, 0.002716, 0.016943, 0.008471
62, 1.59116, 0.69298233, 0.29901306, 0.00800461, 1.550922, 0.003431, 0.001716, 0.011943, 0.005971
63, 0.79116, 0.59250057, 0.36901306, 0.03848637, 2.250922, 0.007431, 0.003716, 0.001943, 0.000971
64, 0.76616, 0.72171864, 0.27495056, 0.00333080, 1.791547, 0.000056, 0.000028, 0.016630, 0.008315
65, 1.56616, 0.63847925, 0.34495056, 0.01657019, 2.491547, 0.004056, 0.002028, 0.006630, 0.003315
66, 1.96616, 0.75182142, 0.23995056, 0.00822802, 2.141547, 0.002056, 0.001028, 0.001630, 0.000815
67, 1.16616, 0.65004362, 0.30995056, 0.04000582, 1.441547, 0.006056, 0.003028, 0.011630, 0.005815
68, 1.36616, 0.70255644, 0.29245056, 0.00499300, 2.666547, 0.007056, 0.003528, 0.004130, 0.002065
69, 2.16616, 0.61304889, 0.36245056, 0.02450055, 1.966547, 0.003056, 0.001528, 0.014130, 0.007065
70, 1.76616, 0.74033070, 0.25745056, 0.00221874, 1.616547, 0.005056, 0.002528, 0.019130, 0.009565
71, 0.96616, 0.66140273, 0.32745056, 0.01114671, 2.316547, 0.001056, 0.000528, 0.009130, 0.004565
72, 1.06616, 0.64064940, 0.35370056, 0.00565003, 1.354047, 0.001556, 0.000778, 0.005380, 0.002690
73, 1.86616, 0.68245371, 0.28370056, 0.03384573, 2.054047, 0.005556, 0.002778, 0.015380, 0.007690
74, 2.26616, 0.67877505, 0.31870056, 0.00252439, 2.404047, 0.003556, 0.001778, 0.010380, 0.005190
75, 1.46616, 0.73590887, 0.24870056, 0.01539057, 1.704047, 0.007556, 0.003778, 0.000380, 0.000190
76, 1.26616, 0.66220018, 0.33620056, 0.00159926, 2.229047, 0.006556, 0.003278, 0.012880, 0.006440
77, 2.06616, 0.72396726, 0.26620056, 0.00983217, 1.529047, 0.002556, 0.001278, 0.002880, 0.001440
78, 1.66616, 0.69482017, 0.30120056, 0.00397927, 1.879047, 0.004556, 0.002278, 0.007880, 0.003940
79, 0.86616, 0.74481235, 0.23120056, 0.02398709, 2.579047, 0.000556, 0.000278, 0.017880, 0.008940
80, 0.81616, 0.73349490, 0.26182556, 0.00467954, 2.010297, 0.002806, 0.001403, 0.012255, 0.006128
81, 1.61616, 0.64503314, 0.33182556, 0.02314130, 1.310297, 0.006806, 0.003403, 0.002255, 0.001128
82, 2.01616, 0.70128774, 0.29682556, 0.00188670, 1.660297, 0.000806, 0.000403, 0.007255, 0.003628
83, 1.21616, 0.62373801, 0.36682556, 0.00943643, 2.360297, 0.004806, 0.002403, 0.017255, 0.008628
84, 1.41616, 0.75255666, 0.24432556, 0.00311778, 1.485297, 0.005806, 0.002903, 0.009755, 0.004878
85, 2.21616, 0.67006376, 0.31432556, 0.01561068, 2.185297, 0.001806, 0.000903, 0.019755, 0.009878
86, 1.81616, 0.71366313, 0.27932556, 0.00701131, 2.535297, 0.007806, 0.003903, 0.014755, 0.007378
87, 1.01616, 0.61660889, 0.34932556, 0.03406555, 1.835297, 0.003806, 0.001903, 0.004755, 0.002378
88, 0.91616, 0.69211379, 0.30557556, 0.00231064, 2.447797, 0.003306, 0.001653, 0.001005, 0.000503
89, 1.71616, 0.75033764, 0.23557556, 0.01408680, 1.747797, 0.007306, 0.003653, 0.011005, 0.005503
90, 2.11616, 0.65424484, 0.34057556, 0.00517960, 1.397797, 0.001306, 0.000653, 0.016005, 0.008003
91, 1.31616, 0.69833455, 0.27057556, 0.03108989, 2.097797, 0.005306, 0.002653, 0.006005, 0.003003
92, 1.11616, 0.66877114, 0.32307556, 0.00815330, 1.922797, 0.004306, 0.002153, 0.018505, 0.009253
93, 1.91616, 0.69900250, 0.25307556, 0.04792194, 2.622797, 0.000306, 0.000153, 0.008505, 0.004253
94, 1.51616, 0.63864112, 0.35807556, 0.00328331, 2.272797, 0.006306, 0.003153, 0.003505, 0.001753
95, 0.71616, 0.69192066, 0.28807556, 0.02000377, 1.572797, 0.002306, 0.001153, 0.013505, 0.006753
96, 0.72241, 0.63016072, 0.36627869, 0.00356060, 1.993890, 0.000525, 0.000263, 0.002646, 0.001323
97, 1.52241, 0.68204989, 0.29627869, 0.02167142, 2.693890, 0.004525, 0.002263, 0.012646, 0.006323
98, 1.92241, 0.66713173, 0.33127869, 0.00158958, 2.343890, 0.002525, 0.001263, 0.017646, 0.008823
99, 1.12241, 0.72895408, 0.26127869, 0.00976723, 1.643890, 0.006525, 0.003263, 0.007646, 0.003823
100, 1.32241, 0.64884059, 0.34877869, 0.00238073, 2.518890, 0.007525, 0.003763, 0.015146, 0.007573
101, 2.12241, 0.70664089, 0.27877869, 0.01458042, 1.818890, 0.003525, 0.001763, 0.005146, 0.002573
102, 1.72241, 0.68030198, 0.31377869, 0.00591934, 1.468890, 0.005525, 0.002763, 0.000146, 0.000073
103, 0.92241, 0.72094576, 0.24377869, 0.03527555, 2.168890, 0.001525, 0.000763, 0.010146, 0.005073
104, 1.02241, 0.72781930, 0.27002869, 0.00215201, 1.556390, 0.001025, 0.000513, 0.013896, 0.006948
105, 1.82241, 0.64917726, 0.34002869, 0.01079405, 2.256390, 0.005025, 0.002513, 0.003896, 0.001948
106, 2.22241, 0.75964494, 0.23502869, 0.00532638, 2.606390, 0.003025, 0.001513, 0.008896, 0.004448
107, 1.42241, 0.66860842, 0.30502869, 0.02636289, 1.906390, 0.007025, 0.003513, 0.018896, 0.009448
108, 1.22241, 0.70486062, 0.28752869, 0.00761070, 2.081390, 0.006025, 0.003013, 0.006396, 0.003198
109, 2.02241, 0.60569444, 0.35752869, 0.03677688, 1.381390, 0.002025, 0.001013, 0.016396, 0.008198
110, 1.62241, 0.74408332, 0.25252869, 0.00338800, 1.731390, 0.004025, 0.002013, 0.011396, 0.005698
111, 0.82241, 0.66055787, 0.32252869, 0.01691345, 2.431390, 0.000025, 0.000013, 0.001396, 0.000698
112, 0.87241, 0.68711115, 0.30940369, 0.00348516, 2.212640, 0.002275, 0.001138, 0.008271, 0.004135
113, 1.67241, 0.73950341, 0.23940369, 0.02109291, 1.512640, 0.006275, 0.003138, 0.018271, 0.009135
114, 2.07241, 0.64780447, 0.34440369, 0.00779184, 1.862640, 0.000275, 0.000138, 0.013271, 0.006635
115, 1.27241, 0.67962711, 0.27440369, 0.04596920, 2.562640, 0.004275, 0.002138, 0.003271, 0.001635
116, 1.47241, 0.66787963, 0.32690369, 0.00521668, 1.337640, 0.005275, 0.002638, 0.010771, 0.005385
117, 2.27241, 0.71183028, 0.25690369, 0.03126603, 2.037640, 0.001275, 0.000638, 0.000771, 0.000385
118, 1.87241, 0.63600146, 0.36190369, 0.00209486, 2.387640, 0.007275, 0.003638, 0.005771, 0.002885
119, 1.07241, 0.69521921, 0.29190369, 0.01287710, 1.687640, 0.003275, 0.001638, 0.015771, 0.007885
120, 0.97241, 0.74462882, 0.24815369, 0.00721749, 2.650140, 0.003775, 0.001888, 0.019521, 0.009760
121, 1.77241, 0.64660244, 0.31815369, 0.03524387, 1.950140, 0.007775, 0.003888, 0.009521, 0.004760
122, 2.17241, 0.71392821, 0.28315369, 0.00291810, 1.600140, 0.001775, 0.000888, 0.004521, 0.002260
123, 1.37241, 0.63231255, 0.35315369, 0.01453376, 2.300140, 0.005775, 0.002888, 0.014521, 0.007260
124, 1.17241, 0.76730966, 0.23065369, 0.00203665, 1.775140, 0.004775, 0.002388, 0.002021, 0.001010
125, 1.97241, 0.68906132, 0.30065369, 0.01028500, 2.475140, 0.000775, 0.000388, 0.012021, 0.006010
126, 1.57241, 0.72975304, 0.26565369, 0.00459327, 2.125140, 0.006775, 0.003388, 0.017021, 0.008510
127, 0.77241, 0.64163540, 0.33565369, 0.02271091, 1.425140, 0.002775, 0.001388, 0.007021, 0.003510
128, 0.79741, 0.70850205, 0.28971619, 0.00178176, 2.540765, 0.005650, 0.002825, 0.011708, 0.005854
129, 1.59741, 0.63135523, 0.35971619, 0.00892858, 1.840765, 0.001650, 0.000825, 0.001708, 0.000854
130, 1.99741, 0.74086558, 0.25471619, 0.00441823, 1.490765, 0.007650, 0.003825, 0.006708, 0.003354
131, 1.19741, 0.65337244, 0.32471619, 0.02191137, 2.190765, 0.003650, 0.001825, 0.016708, 0.008354
132, 1.39741, 0.72116102, 0.27221619, 0.00662279, 1.665765, 0.002650, 0.001325, 0.009208, 0.004604
133, 2.19741, 0.62548224, 0.34221619, 0.03230158, 2.365765, 0.006650, 0.003325, 0.019208, 0.009604
134, 1.79741, 0.75984121, 0.23721619, 0.00294260, 2.015765, 0.000650, 0.000325, 0.014208, 0.007104
135, 0.99741, 0.67801825, 0.30721619, 0.01476557, 1.315765, 0.004650, 0.002325, 0.004208, 0.002104
136, 1.09741, 0.64426595, 0.35096619, 0.00476786, 2.278265, 0.004150, 0.002075, 0.000458, 0.000229
137, 1.89741, 0.69030614, 0.28096619, 0.02872768, 1.578265, 0.000150, 0.000075, 0.010458, 0.005229
138, 2.29741, 0.68190576, 0.31596619, 0.00212806, 1.928265, 0.006150, 0.003075, 0.015458, 0.007729
139, 1.49741, 0.74102930, 0.24596619, 0.01300451, 2.628265, 0.002150, 0.001075, 0.005458, 0.002729
140, 1.29741, 0.62851335, 0.36846619, 0.00302046, 1.403265, 0.003150, 0.001575, 0.017958, 0.008979
141, 2.09741, 0.68307403, 0.29846619, 0.01845978, 2.103265, 0.007150, 0.003575, 0.007958, 0.003979
142, 1.69741, 0.65902347, 0.33346619, 0.00751034, 2.453265, 0.001150, 0.000575, 0.002958, 0.001479
143, 0.89741, 0.69217550, 0.26346619, 0.04435831, 1.753265, 0.005150, 0.002575, 0.012958, 0.006479
144, 0.84741, 0.75754180, 0.23284119, 0.00961702, 1.622015, 0.007400, 0.003700, 0.017333, 0.008667
145, 1.64741, 0.65070535, 0.30284119, 0.04645347, 2.322015, 0.003400, 0.001700, 0.007333, 0.003667
146, 2.04741, 0.72826011, 0.26784119, 0.00389870, 2.672015, 0.005400, 0.002700, 0.002333, 0.001167
147, 1.24741, 0.64280732, 0.33784119, 0.01935150, 1.972015, 0.001400, 0.000700, 0.012333, 0.006167
148, 1.44741, 0.74706170, 0.25034119, 0.00259711, 2.147015, 0.000400, 0.000200, 0.004833, 0.002417
149, 2.24741, 0.66662665, 0.32034119, 0.01303216, 1.447015, 0.004400, 0.002200, 0.014833, 0.007417
150, 1.84741, 0.70881540, 0.28534119, 0.00584342, 1.797015, 0.002400, 0.001200, 0.019833, 0.009917
151, 1.04741, 0.61609718, 0.35534119, 0.02856163, 2.497015, 0.006400, 0.003200, 0.009833, 0.004917
152, 0.94741, 0.66802692, 0.32909119, 0.00288189, 1.884515, 0.006900, 0.003450, 0.006083, 0.003042
153, 1.74741, 0.72336038, 0.25909119, 0.01754844, 2.584515, 0.002900, 0.001450, 0.016083, 0.008042
154, 2.14741, 0.62946922, 0.36409119, 0.00643959, 2.234515, 0.004900, 0.002450, 0.011083, 0.005542
155, 1.34741, 0.66750802, 0.29409119, 0.03840080, 1.534515, 0.000900, 0.000450, 0.001083, 0.000542
156, 1.14741, 0.68386569, 0.31159119, 0.00454312, 2.409515, 0.001900, 0.000950, 0.013583, 0.006792
157, 1.94741, 0.73109650, 0.24159119, 0.02731231, 1.709515, 0.005900, 0.002950, 0.003583, 0.001792
158, 1.54741, 0.65158343, 0.34659119, 0.00182538, 1.359515, 0.003900, 0.001950, 0.008583, 0.004292
159, 0.74741, 0.71218917, 0.27659119, 0.01121965, 2.059515, 0.007900, 0.003950, 0.018583, 0.009292
160, 0.73491, 0.73703676, 0.26018494, 0.00277830, 1.370453, 0.006463, 0.003231, 0.001865, 0.000932
161, 1.53491, 0.65591121, 0.33018494, 0.01390385, 2.070453, 0.002463, 0.001231, 0.011865, 0.005932
162, 1.93491, 0.69857053, 0.29518494, 0.00624454, 2.420453, 0.004463, 0.002231, 0.016865, 0.008432
163, 1.13491, 0.60443161, 0.36518494, 0.03038346, 1.720453, 0.000463, 0.000231, 0.006865, 0.003432
164, 1.33491, 0.75294434, 0.24268494, 0.00437072, 2.245453, 0.001463, 0.000731, 0.019365, 0.009682
165, 2.13491, 0.66558827, 0.31268494, 0.02172679, 1.545453, 0.005463, 0.002731, 0.009365, 0.004682
166, 1.73491, 0.72055124, 0.27768494, 0.00176382, 1.895453, 0.003463, 0.001731, 0.004365, 0.002182
167, 0.93491, 0.64345759, 0.34768494, 0.00885747, 2.595453, 0.007463, 0.003731, 0.014365, 0.007182
168, 1.03491, 0.68842848, 0.30393494, 0.00763658, 1.807953, 0.007963, 0.003981, 0.010615, 0.005307
169, 1.83491, 0.72108438, 0.23393494, 0.04498069, 2.507953, 0.003963, 0.001981, 0.000615, 0.000307
170, 2.23491, 0.65798714, 0.33893494, 0.00307792, 2.157953, 0.005963, 0.002981, 0.005615, 0.002807
171, 1.43491, 0.71232722, 0.26893494, 0.01873784, 1.457953, 0.001963, 0.000981, 0.015615, 0.007807
172, 1.23491, 0.67651005, 0.32143494, 0.00205501, 2.682953, 0.000963, 0.000481, 0.008115, 0.004057
173, 2.03491, 0.73599280, 0.25143494, 0.01257227, 1.982953, 0.004963, 0.002481, 0.018115, 0.009057
174, 1.63491, 0.63896234, 0.35643494, 0.00460273, 1.632953, 0.002963, 0.001481, 0.013115, 0.006557
175, 0.83491, 0.68578532, 0.28643494, 0.02777974, 2.332953, 0.006963, 0.003481, 0.003115, 0.001557
176, 0.88491, 0.71222485, 0.28205994, 0.00571521, 2.464203, 0.004713, 0.002356, 0.007490, 0.003745
177, 1.68491, 0.61996432, 0.35205994, 0.02797575, 1.764203, 0.000713, 0.000356, 0.017490, 0.008745
178, 2.08491, 0.75040080, 0.24705994, 0.00253927, 1.414203, 0.006713, 0.003356, 0.012490, 0.006245
179, 1.28491, 0.67018710, 0.31705994, 0.01275296, 2.114203, 0.002713, 0.001356, 0.002490, 0.001245
180, 1.48491, 0.69680904, 0.29955994, 0.00363102, 1.939203, 0.003713, 0.001856, 0.014990, 0.007495
181, 2.28491, 0.61249209, 0.36955994, 0.01794798, 2.639203, 0.007713, 0.003856, 0.004990, 0.002495
182, 1.88491, 0.72646312, 0.26455994, 0.00897695, 2.289203, 0.001713, 0.000856, 0.009990, 0.004995
183, 1.08491, 0.62220385, 0.33455994, 0.04323622, 1.589203, 0.005713, 0.002856, 0.019990, 0.009995
184, 0.98491, 0.63745181, 0.36080994, 0.00173825, 2.026703, 0.005213, 0.002606, 0.016240, 0.008120
185, 1.78491, 0.69847935, 0.29080994, 0.01071072, 1.326703, 0.001213, 0.000606, 0.006240, 0.003120
186, 2.18491, 0.66985847, 0.32580994, 0.00433160, 1.676703, 0.007213, 0.003606, 0.001240, 0.000620
187, 1.38491, 0.71807826, 0.25580994, 0.02611180, 2.376703, 0.003213, 0.001606, 0.011240, 0.005620
188, 1.18491, 0.65021533, 0.34330994, 0.00647474, 1.501703, 0.002213, 0.001106, 0.003740, 0.001870
189, 1.98491, 0.68815540, 0.27330994, 0.03853466, 2.201703, 0.006213, 0.003106, 0.013740, 0.006870
190, 1.58491, 0.68879767, 0.30830994, 0.00289239, 2.551703, 0.000213, 0.000106, 0.018740, 0.009370
191, 0.78491, 0.74411863, 0.23830994, 0.01757143, 1.851703, 0.004213, 0.002106, 0.008740, 0.004370
192, 0.75991, 0.67503542, 0.31924744, 0.00571714, 2.092328, 0.003338, 0.001669, 0.012802, 0.006401
193, 1.55991, 0.71662206, 0.24924744, 0.03413050, 1.392328, 0.007338, 0.003669, 0.002802, 0.001401
194, 1.95991, 0.64345446, 0.35424744, 0.00229811, 1.742328, 0.001338, 0.000669, 0.007802, 0.003901
195, 1.15991, 0.70166034, 0.28424744, 0.01409222, 2.442328, 0.005338, 0.002669, 0.017802, 0.008901
196, 1.35991, 0.69663687, 0.30174744, 0.00161569, 1.567328, 0.004338, 0.002169, 0.005302, 0.002651
197, 2.15991, 0.75836182, 0.23174744, 0.00989074, 2.267328, 0.000338, 0.000169, 0.015302, 0.007651
198, 1.75991, 0.65962471, 0.33674744, 0.00362785, 2.617328, 0.006338, 0.003169, 0.010302, 0.005151
199, 0.95991, 0.71125484, 0.26674744, 0.02199772, 1.917328, 0.002338, 0.001169, 0.000302, 0.000151
200, 1.05991, 0.75615128, 0.24049744, 0.00335128, 2.354828, 0.002838, 0.001419, 0.004052, 0.002026
201, 1.85991, 0.67273588, 0.31049744, 0.01676668, 1.654828, 0.006838, 0.003419, 0.014052, 0.007026
202, 2.25991, 0.71696724, 0.27549744, 0.00753532, 1.304828, 0.000838, 0.000419, 0.019052, 0.009526
203, 1.45991, 0.61797876, 0.34549744, 0.03652381, 2.004828, 0.004838, 0.002419, 0.009052, 0.004526
204, 1.25991, 0.73697273, 0.25799744, 0.00502984, 1.829828, 0.005838, 0.002919, 0.016552, 0.008276
205, 2.05991, 0.64716453, 0.32799744, 0.02483803, 2.529828, 0.001838, 0.000919, 0.006552, 0.003276
206, 1.65991, 0.70497359, 0.29299744, 0.00202897, 2.179828, 0.007838, 0.003919, 0.001552, 0.000776
207, 0.85991, 0.62685712, 0.36299744, 0.01014544, 1.479828, 0.003838, 0.001919, 0.011552, 0.005776
208, 0.80991, 0.65677188, 0.34112244, 0.00210568, 1.698578, 0.001588, 0.000794, 0.018427, 0.009214
209, 1.60991, 0.71596918, 0.27112244, 0.01290838, 2.398578, 0.005588, 0.002794, 0.008427, 0.004214
210, 2.00991, 0.68864191, 0.30612244, 0.00523565, 2.048578, 0.003588, 0.001794, 0.003427, 0.001714
211, 1.20991, 0.73255774, 0.23612244, 0.03131983, 1.348578, 0.007588, 0.003794, 0.013427, 0.006714
212, 1.40991, 0.63395530, 0.35862244, 0.00742226, 2.573578, 0.006588, 0.003294, 0.000927, 0.000464
213, 2.20991, 0.66743490, 0.28862244, 0.04394267, 1.873578, 0.002588, 0.001294, 0.010927, 0.005464
214, 1.80991, 0.67305458, 0.32362244, 0.00332298, 1.523578, 0.004588, 0.002294, 0.015927, 0.007964
215, 1.00991, 0.72621514, 0.25362244, 0.02016243, 2.223578, 0.000588, 0.000294, 0.005927, 0.002964
216, 0.90991, 0.69834898, 0.29737244, 0.00427858, 1.436078, 0.000088, 0.000044, 0.009677, 0.004839
217, 1.70991, 0.61155755, 0.36737244, 0.02107001, 2.136078, 0.004088, 0.002044, 0.019677, 0.009839
218, 2.10991, 0.73572673, 0.26237244, 0.00190083, 2.486078, 0.002088, 0.001044, 0.014677, 0.007339
219, 1.30991, 0.65806669, 0.33237244, 0.00956087, 1.786078, 0.006088, 0.003044, 0.004677, 0.002339
220, 1.10991, 0.71727384, 0.27987244, 0.00285373, 2.311078, 0.007088, 0.003544, 0.012177, 0.006089
221, 1.90991, 0.63590045, 0.34987244, 0.01422711, 1.611078, 0.003088, 0.001544, 0.002177, 0.001089
222, 1.50991, 0.74806976, 0.24487244, 0.00705780, 1.961078, 0.005088, 0.002544, 0.007177, 0.003589
223, 0.70991, 0.65060939, 0.31487244, 0.03451818, 2.661078, 0.001088, 0.000544, 0.017177, 0.008589
224, 0.70679, 0.72770759, 0.26538025, 0.00691217, 1.389594, 0.004072, 0.002036, 0.010263, 0.005132
225, 1.50679, 0.63091965, 0.33538025, 0.03370010, 2.089594, 0.000072, 0.000036, 0.000263, 0.000132
226, 1.90679, 0.76654933, 0.23038025, 0.00307042, 2.439594, 0.006072, 0.003036, 0.005263, 0.002632
227, 1.10679, 0.68420823, 0.30038025, 0.01541152, 1.739594, 0.002072, 0.001036, 0.015263, 0.007632
228, 1.30679, 0.71525929, 0.28288025, 0.00186046, 2.264594, 0.003072, 0.001536, 0.007763, 0.003882
229, 2.10679, 0.63779074, 0.35288025, 0.00932901, 1.564594, 0.007072, 0.003536, 0.017763, 0.008882
230, 1.70679, 0.74750898, 0.24788025, 0.00461077, 1.914594, 0.001072, 0.000536, 0.012763, 0.006382
231, 0.90679, 0.65925275, 0.31788025, 0.02286700, 2.614594, 0.005072, 0.002536, 0.002763, 0.001382
232, 1.00679, 0.63521238, 0.36163025, 0.00315737, 1.652094, 0.005572, 0.002786, 0.001513, 0.000757
233, 1.80679, 0.68910806, 0.29163025, 0.01926170, 2.352094, 0.001572, 0.000786, 0.011513, 0.005757
234, 2.20679, 0.66552514, 0.32663025, 0.00784462, 2.002094, 0.007572, 0.003786, 0.016513, 0.008257
235, 1.40679, 0.69715940, 0.25663025, 0.04621035, 1.302094, 0.003572, 0.001786, 0.006513, 0.003257
